"id","name","quality","address","phone","uid","lat","long","type","licence","expiration","administrator","capacity","ages","inspector","subsidiary","facility_id","inspections","inspection_first","inspection_last","inspection_shsi","inspection_complicant","inspection_violation","age_min","age_max"
41270,"AlphaBest at Sudley Elementary",NA,"9744 Copeland Drive, MANASSAS, VA  20109","(703) 453-7554","41270_6f60b63313ddecc0140c25c41e0f8aed",38.7928937742454,-77.4870014551501,"Child Day Center","Two Year","Nov. 10, 2024"," Ashley  Ferrell",75,"5 years - 12 years 11 months","Morgan  Bryson:  (540) 270-0057","Yes",1107784,16,"March 19, 2018","Nov. 9, 2022",7,1,3,5,12
41325,"AlphaBest at Yorkshire Elementary",NA,"7610 Old Centerville Road, MANASSAS, VA  20110","(703) 453-7710","41325_ecb6c713b6369bb4d4a9723b234c4773",38.789902189183,-77.4594099900962,"Child Day Center","Two Year","Feb. 28, 2024"," Sarah  Tavares",75,"5 years - 12 years 11 months","Cathy  Aylor:  (540) 222-6352","Yes",1107821,19,"Feb. 27, 2017","Oct. 18, 2022",9,0,2,5,12
43709,"Alston's Village Learning Center",NA,"927 Aberdeen Road, HAMPTON, VA  23666","(757) 641-5116","43709_71a48eb86505cd66143160072bcbba6a",37.0210860096948,-76.4046179672725,"Child Day Center","Two Year","May 31, 2024","Ms. Andrea  Alston-Darden",15,"3 years - 12 years 11 months","Michele  Patchett:  (757) 439-6816","Yes",1108209,14,"July 9, 2018","May 24, 2022",5,0,6,3,12
39450,"Alston's Village Learning Center LLC",NA,"923 Aberdeen Road, HAMPTON, VA  23666","(757) 864-0222","39450_0ef19cb13f1c3d234bb4b65485e5f82f",37.0207470036208,-76.4046039694942,"Child Day Center","Two Year","Jan. 23, 2024"," Andrea  Alston",48,"1 month - 12 years 11 months","Michele  Patchett:  (757) 439-6816","Yes",1107274,20,"Jan. 16, 2018","Sept. 20, 2022",9,2,9,0,12
48863,"Altavista Area YMCA Discovery Place - Brookneal",NA,"204 Lynchburg Avenue, BROOKNEAL, VA  24528","(434) 369-9622","48863_308dd304d838ff1dec40e02506a8e5dd",37.0488720187214,-78.9425509604358,"Child Day Center","Conditional","March 11, 2023"," Casey  Goff",38,"2 years - 12 years 11 months","Tara K Martin:  (804) 588-2371","Yes",1109371,2,"Aug. 29, 2022","Nov. 15, 2022",0,0,1,2,12
11655,"Altavista Area YMCA Discovery Place -Tomahawk",NA,"155 Bee Drive, LYNCHBURG, VA  24502","(434) 369-6842","11655_8c1ba2ff030bbcd4a51ab135d9868845",37.3440230113194,-79.2374360371555,"Child Day Center","Two Year","Sept. 4, 2024","Ms. Brynn  Simons",125,"4 years - 12 years 11 months","Tara K Martin:  (804) 588-2371","Yes",598257,17,"Feb. 21, 2018","Aug. 24, 2022",7,0,4,4,12
44763,"Always Sonshine Learn and Play",2,"11919 Rutherford Drive, FREDERICKSBURG, VA  22407","(540) 548-3355","44763_0d7be2967e7d853f82632fc10310639c",38.2858970101391,-77.5386840186728,"Child Day Center","Two Year","Feb. 26, 2023"," Leah  Spruill",75,"1 month - 12 years 11 months","Morgan  Bryson:  (540) 270-0057","Yes",1108457,18,"Aug. 21, 2018","Sept. 24, 2018",8,0,9,0,12
47568,"Amanda Flint",NA,"3003 Virginia Dare Court, CHANTILLY, VA  20151","(703) 395-2915","47568_90b1c5e7dbcf859043a57b885b7a0daf",38.8878751540966,-77.416368162919,"Family Day Home","One Year","Aug. 9, 2023",NA,5,"2 months - 12 years 11 months","Leah  Pagala:  (703) 537-6757","No",1110232,5,"Jan. 31, 2022","Jan. 6, 2023",1,0,3,0,12
27697,"Amandas Developmental Child Care Center LLC",NA,"2004 Wickham Avenue, NEWPORT NEWS, VA  23607","(757) 245-5200","27697_98b20f54fef18defc7415db33bbaaf27",36.9810205544257,-76.4104944357697,"Child Day Center","Two Year","Aug. 1, 2024","Ms. Betty  Lee",40,"2 years 6 months - 12 years","Anita  Drewry:  (757) 404-5261","Yes",1105131,19,"April 17, 2018","July 18, 2022",9,0,6,2,12
45050,"Amania Naseer",NA,"4524 2nd Street North, ARLINGTON, VA  22203","(571) 314-3100","45050_db80ab9aa8bc826d48664be984082008",38.8696070056733,-77.1112839864154,"Family Day Home","One Year","Sept. 14, 2023",NA,9,"Birth - 12 years 11 months","Derek  Acosta:  (703) 554-4995","Yes",1109779,11,"Jan. 31, 2019","Sept. 6, 2021",5,0,4,0,12
46918,"Amazing Grace Childcare Center, LLC",NA,"54 E. Cedar Fork Road, RICHMOND, VA  23223","(804) 480-3062","46918_69e07b9b289276131a3805e27f13d779",37.5487579952687,-77.3596429626269,"Child Day Center","Two Year","Sept. 1, 2023"," June  Lee",50,"1 month - 12 years 11 months","Tara  Barton:  (804) 381-8487","Yes",1108977,11,"Jan. 19, 2021","Oct. 26, 2022",2,3,8,0,12
40934,"Amber Iftikhar",2,"7669 Grayson's Mill Lane, LORTON, VA  22079","(703) 339-6017","40934_df4891a5090511ca616ecfdf43150153",38.7151600041963,-77.2094046404629,"Family Day Home","One Year","Aug. 18, 2023",NA,7,"Birth - 10 years 11 months","Sheila F Nelson:  (804) 629-7489","Yes",1108857,21,"May 30, 2018","July 28, 2022",11,0,8,0,10
44688,"Amelia Boisvert",NA,"5910 Westchester Street, ALEXANDRIA, VA  22310","(703) 868-5379","44688_fafd3804ebb734fc599d3191dfb510b8",38.7899174442468,-77.125850979763,"Family Day Home","Two Year","Feb. 16, 2024",NA,7,"3 years - 12 years 11 months","Mahrukh  Aziz:  (571) 835-4718","No",1109678,9,"Aug. 17, 2018","July 14, 2022",0,0,8,3,12
40660,"Amelia Educational Foundation",NA,"8741 N. Five Forks Road, AMELIA, VA  23002","(804) 561-2270","40660_0609bd22521b5e418985447c3ee4bb33",37.3344160091758,-77.9788829656219,"Child Day Center","Two Year","March 1, 2023"," Jesse  Roberts",40,"3 years - 6 years 11 months","Molly  Muscat:  (804) 588-2367","No",1107622,10,"Feb. 2, 2018","Sept. 1, 2022",0,0,8,3,6
23080,"Amelon Early Learning Center",1,"621 Dillard Road, MADISON HEIGHTS, VA  24572","(434) 528-3294","23080_b76cbb50d7952638e0e9284d6654523a",37.4525360099285,-79.1260390352113,"Child Day Center","Two Year","Aug. 10, 2023","Mrs. Bernice  Moore",139,"Birth - 12 years 11 months","Kelly  Campbell:  (540) 309-2494","Yes",1055236,19,"Feb. 12, 2018","Sept. 6, 2022",8,0,7,0,12
44904,"Amena Sultana",NA,"5213 Juliet Street, SPRINGFIELD, VA  22151","(703) 354-2286","44904_54e75a1e8564f6f8a7c36cd23929dfc0",38.8082957308778,-77.2061705669417,"Family Day Home","Two Year","Aug. 27, 2024",NA,7,"3 months - 5 years 11 months","Tanya  Johnson:  (571) 423-6392","No",1109741,9,"Dec. 6, 2018","Jan. 9, 2023",0,0,8,0,5
15563,"AmeriKIDS Preschool, LLC",NA,"8620 North Five Forks Road, AMELIA, VA  23002","(804) 561-3866","15563_a69b693e1b78e1a146dee851c3313ab0",37.3335190198075,-77.9833240332004,"Child Day Center","Two Year","Oct. 14, 2023","Ms. Jessica  Pollock",88,"1 year 4 months - 12 years","Lynn  Powers:  (804) 840-8260","No",819521,10,"Feb. 2, 2018","March 8, 2022",0,1,5,1,12
24258,"AmeriKIDS Preschool, LLC",NA,"8721 North Five Forks Road, AMELIA, VA  23002","(804) 561-3866","24258_754a30a86a7f38d5d8392a237bd082c9",37.3341780050351,-77.9808299979106,"Child Day Center","Two Year","July 1, 2024","Ms. Jessica  Pollock",60,"4 years 11 months - 12 years","Lynn  Powers:  (804) 840-8260","No",1074648,8,"June 18, 2018","Jan. 26, 2022",0,0,2,4,12
33720,"American Day School #1",1,"917 Princess Street, ALEXANDRIA, VA  22314","(703) 837-0237","33720_1fef214927773c40bfc43397a4315741",38.8091439794792,-77.0492569809078,"Child Day Center","Two Year","Feb. 26, 2024","Ms. Maria P Bustinza",99,"1 year 4 months - 6 years","Kimberly  Sawyer:  (571) 835-0599","No",1106021,11,"Feb. 8, 2022","Nov. 29, 2022",0,0,5,1,6
35687,"American Day School #2",1,"501 N. Henry Street, ALEXANDRIA, VA  22314","(703) 837-0237","35687_695a8722242bb7c2ec2801c74387ccb1",38.8103119976867,-77.0501700216207,"Child Day Center","Two Year","Aug. 25, 2023","Ms. Maria P Bustinza",28,"2 months - 18 months ","Kimberly  Sawyer:  (571) 835-0599","No",1106427,10,"April 17, 2018","Aug. 4, 2022",0,0,3,0,12
38885,"American Day School #3",1,"1108 Oronoco Street, ALEXANDRIA, VA  22314","(703) 837-0099","38885_e315f2971451ac38eaf16508f2be7c6d",38.8100130152004,-77.0509519693679,"Child Day Center","Two Year","Oct. 12, 2024"," Christine  Quick",62,"16 months - 6 years 11 months","Kimberly  Sawyer:  (571) 835-0599","No",1107106,10,"May 18, 2018","Oct. 20, 2022",0,0,4,0,6
23750,"Amherst Presbyterian Preschool",NA,"163 Second Street, AMHERST, VA  24521","(434) 946-5244","23750_9bdaf4a706d572778f3329fe6c08d901",37.5840979849846,-79.049487029691,"Child Day Center","Two Year","Nov. 14, 2023","Mrs. Tracy  Campbell",41,"1 year 4 months - 5 years","Kelly  Campbell:  (540) 309-2494","No",1068079,10,"April 19, 2018","Dec. 12, 2022",0,0,7,1,5
46834,"Amina Saeed",NA,"10913 Warwick Avenue, FAIRFAX, VA  22030","(571) 338-0693","46834_53decf59b459c3f0a0e94f7577cf126a",38.8585120061685,-77.3239000129159,"Family Day Home","Two Year","Aug. 23, 2024",NA,7,"3 months - 3 years 11 months","Shahana  Green:  (571) 423-6735","No",1110109,6,"Dec. 9, 2020","Jan. 11, 2023",0,0,2,0,3
38367,"Amsale Bizuneh",NA,"7494 Digby Green, ALEXANDRIA, VA  22315","(703) 861-4176","38367_24153d018e244adf4011674596b80899",38.7561698065867,-77.155245559828,"Family Day Home","Two Year","March 2, 2024",NA,12,"Birth - 12 years 11 months","Mahrukh  Aziz:  (571) 835-4718","No",1108371,10,"Feb. 6, 2018","Jan. 11, 2023",0,0,6,0,12
47175,"Amtul Yousaf",NA,"2005 N Emerson Street, ARLINGTON, VA  22207","(571) 501-2226","47175_7f53702419e66e3650fdb400d886a32d",38.8935559889737,-77.1296649971649,"Family Day Home","Two Year","Dec. 20, 2024",NA,9,"2 months - 5 years 11 months","Charles  Perkins:  (703) 309-3963","No",1110172,5,"June 4, 2021","Dec. 1, 2022",0,0,4,0,5
34025,"Amy Russell",NA,"43192 Edgartown Street, SOUTH RIDING, VA  20152","(703) 957-3094","34025_30951c87ba9114651f1a7c1d9a7cf6a5",38.9168650139667,-77.5087150267832,"Family Day Home","Two Year","March 2, 2023",NA,12,"3 years - 6 years 11 months","Pernille  Brandt:  (703) 203-8659","No",1107117,10,"Jan. 24, 2018","Sept. 22, 2022",0,0,6,3,6
41678,"Ana Bonilla Reyes",2,"1240 Summerfield Drive, HERNDON, VA  20170","(703) 437-5351","41678_09fad3d10128a171664dcc2c4450c45c",38.9700438729348,-77.4053088284122,"Family Day Home","Two Year","Aug. 8, 2024",NA,12,"2 months - 12 years 11 months","Margaret  Allworth:  (703) 209-3521","Yes",1109006,19,"Jan. 16, 2018","July 12, 2022",9,0,4,0,12
20334,"Ana Guerra",NA,"2235 N. Culpeper Street, ARLINGTON, VA  22207","(703) 380-8472","20334_7c092419b8fb4b8c41eb67373d960eec",38.8976389816486,-77.1280809851028,"Family Day Home","Two Year","Nov. 25, 2024",NA,9,"Birth - 12 years 11 months","Pernille  Brandt:  (703) 203-8659","No",981349,10,"April 26, 2018","Nov. 3, 2022",0,0,4,0,12
35664,"Ana Maria Uceda",1,"130 Misty Pond Terrace, PURCELLVILLE, VA  20132","(540) 751-0864","35664_100c1af561504c3fec27065f8f017050",39.1387049896357,-77.6994609915183,"Family Day Home","Two Year","May 15, 2023",NA,12,"2 months - 12 years 11 months","Karen  Dickens:  (571) 423-6978","Yes",1107602,13,"April 13, 2018","Aug. 16, 2022",3,0,7,0,12
41343,"Ana Salcedo Gago",NA,"117 N. Kennedy Road, STERLING, VA  20164","(571) 242-3867","41343_adf540ff0cab795e443cf706028cc030",39.0006169904958,-77.3917329951151,"Family Day Home","Two Year","March 23, 2023",NA,9,"3 months - 12 years 11 months","Charles  Perkins:  (703) 309-3963","No",1108923,10,"March 30, 2018","Sept. 21, 2022",0,0,7,0,12
39817,"Ana Schlossberg",NA,"6340 Oak Ridge Drive, ALEXANDRIA, VA  22312","(703) 750-1407","39817_ae6adfe8276a55991976fdc74b2e9a37",38.8302980171658,-77.1461606664332,"Family Day Home","Two Year","July 15, 2023",NA,12,"3 months - 12 years 11 months","Pernille  Brandt:  (703) 203-8659","No",1108662,11,"March 23, 2018","July 27, 2022",0,1,7,0,12
34991,"Ana Vargas",NA,"7803 Harwood Place, SPRINGFIELD, VA  22152","(703) 644-1593","34991_eed4a709e47ba2026758efa7458eab9b",38.7761281238758,-77.215116907477,"Family Day Home","Two Year","Dec. 11, 2023",NA,12,"Birth - 12 years 11 months","Jessica  Willis:  (571) 352-1453","Yes",1107427,17,"April 6, 2018","Dec. 8, 2021",8,1,13,0,12
42099,"Ana Vasquez",NA,"908 S. Oakland St., ARLINGTON, VA  22204","(703) 920-0399","42099_232ce749995eea213b0edc69dc1bb58e",38.8609860087097,-77.0962740094849,"Family Day Home","Two Year","May 16, 2024",NA,9,"Birth - 12 years 11 months","Sarah  Marbert:  (703) 479-4678","No",1109190,10,"May 1, 2018","Oct. 19, 2022",0,0,4,0,12
40871,"Ana Villatoro",NA,"8020 Ashboro Dr, ALEXANDRIA, VA  22309","(571) 241-4658","40871_a8ae5d18492d0deb858acfc3a3a3f94e",38.7383344996433,-77.1057458953493,"Family Day Home","One Year","July 19, 2023",NA,12,"2 months - 12 years 11 months","Sarah  Marbert:  (703) 479-4678","Yes",1108844,19,"March 28, 2018","June 1, 2022",9,2,9,0,12
47226,"Ana de Bulhoes Duarte",NA,"14485 Lake Vista Dr, CHANTILLY, VA  20151","(703) 470-2842","47226_435afd43e4275e15358c198359063990",38.873816481267,-77.4480332329162,"Family Day Home","One Year","Feb. 11, 2023",NA,5,"3 months - 10 years 11 months","Jessica  Willis:  (571) 352-1453","Yes",1110179,3,"Aug. 3, 2021","Feb. 16, 2022",1,0,0,0,10
41693,"Anahi Vidaurre",NA,"7424 McWhorter Place, ANNANDALE, VA  22003","(703) 309-8849","41693_f6b1cb4d738ae553a4bd9c312d449ad5",38.829780057459,-77.2029753854512,"Family Day Home","One Year","Jan. 5, 2024",NA,7,"3 months - 10 years 11 months","Karen  Dickens:  (571) 423-6978","No",1109013,19,"Nov. 29, 2018","Nov. 30, 2022",9,0,11,0,10
40472,"Anas Kids LLC",NA,"2201 & 2205 S. Fern Street, ARLINGTON, VA  22202","(703) 405-4598","40472_4bcafbaddc34c0274faa62792f09f368",38.8538839802397,-77.0551119917329,"Child Day Center","Two Year","Feb. 5, 2023","Ms. Ana  Benavides",43,"1 month - 5 years 11 months","Stephanie  Salvatori:  (571) 389-0980","No",1107539,10,"Jan. 30, 2018","Nov. 28, 2022",0,0,4,0,5
41165,"Andrea Cotman",NA,"2015 S. Monroe Street, ARLINGTON, VA  22204","(703) 861-4113","41165_47a0be98e0eb97451332281a7ae15bf6",38.8511500129714,-77.0898529687383,"Family Day Home","Two Year","Jan. 8, 2025",NA,12,"1 month - 12 years 11 months","Nancy  Radcliffe:  (703) 268-3728","No",1108897,11,"July 11, 2018","Dec. 5, 2022",1,0,7,0,12
44521,"Andrea Retamoso",NA,"204 Whispering Wind Court SE, VIENNA, VA  22180","(703) 319-7019","44521_257fd1924eac8dd115c702eca7698bb4",38.8998128701466,-77.257078642611,"Family Day Home","Two Year","Nov. 14, 2023",NA,12,"3 months - 5 years 11 months","Kara  Wright:  (703) 537-6241","No",1109638,10,"May 18, 2018","Aug. 10, 2022",0,0,4,0,5
14585,"Angel Whisenant",NA,"6616 Cimarron Street, SPRINGFIELD, VA  22150","(571) 212-2322","14585_3f92b9b05db6636327c5ad8083941e3d",38.7817305460487,-77.1741154869898,"Family Day Home","Two Year","Feb. 2, 2024",NA,12,"Birth - 12 years 11 months","Pamela  Sneed:  (804) 629-2691","Yes",763115,18,"March 29, 2018","Aug. 3, 2022",9,0,9,0,12
11374,"Angel's Korner, Inc.",NA,"517 Braxton Road, FRONT ROYAL, VA  22630","(540) 635-9787","11374_ebc5a94513269f7bb0b0afb0d6da1f06",38.9223039890278,-78.1851750138147,"Child Day Center","Two Year","May 12, 2023","Ms. Rose Mary  Comstock",100,"1 month - 12 years 11 months","Beth  Orebaugh:  (540) 847-9173","Yes",564905,20,"May 30, 2018","Oct. 18, 2022",10,0,2,0,12
15879,"Angel's Korner, Inc. - Commerce Avenue",NA,"621 & 633 N. Commerce Avenue, FRONT ROYAL, VA  22630","(540) 635-2214","15879_e9a8a19cf371e26eb730b123c357befe",38.9273610007611,-78.1911720140796,"Child Day Center","Two Year","July 15, 2023","Ms. Joanne  Hensley",99,"1 month - 12 years 11 months","Beth  Orebaugh:  (540) 847-9173","Yes",835411,27,"Feb. 13, 2018","Dec. 6, 2022",10,5,10,0,12
39820,"Angel's Place Daycare Center II",1,"Suite A, NORFOLK, VA  23518","(757) 227-3332","39820_e1ca91e6f06572142de5b2f6c8fdc10b",36.920595,-76.237105,"Child Day Center","Provisional","Feb. 7, 2023"," Christian  Maurice",156,"1 month - 12 years 11 months","Rene  Old:  (757) 404-1784","Yes",1107363,23,"June 6, 2018","Nov. 7, 2022",10,2,12,0,12
41027,"Angela Branch",NA,"4012 Clipper Bay Drive, CHESTER, VA  23831","(804) 318-6893","41027_7caa62a6974d2df3e6932778c2974a91",37.2938809996908,-77.4297490331483,"Family Day Home","Three Year","May 19, 2025",NA,5,"Birth - 12 years 11 months","Molly  Muscat:  (804) 588-2367","No",1108873,13,"March 19, 2018","Aug. 18, 2022",0,1,9,0,12
42167,"Angela Cross",NA,"38270 Stone Eden Drive, HAMILTON, VA  20158","(585) 314-0230","42167_17e584b6583e7dd9bb541ac47b6e8d36",39.1278000078759,-77.6796030056102,"Family Day Home","One Year","Feb. 11, 2023",NA,8,"1 year 1 month - 5 years","Sarah  Marbert:  (703) 479-4678","No",1109207,10,"Feb. 6, 2018","Sept. 29, 2022",0,0,7,1,5
41771,"Angela Hines",NA,"354 Starboard St, PORTSMOUTH, VA  23702","(757) 537-6749","41771_7755703848fc99acd853ba593ca3f948",36.7986380107695,-76.3288780005318,"Family Day Home","Two Year","Oct. 17, 2024",NA,12,"1 month - 12 years 11 months","Arlene  Agustin:  (804) 629-7519","Yes",1109045,20,"Feb. 2, 2018","Oct. 6, 2022",10,0,8,0,12
46395,"Angela McCloy",1,"5108 Kings Mountain Road, COLLINSVILLE, VA  24078","(276) 732-2189","46395_6e3d6181a3315faa4f8ab0638d8be659",36.7298559875832,-79.9174689780536,"Family Day Home","One Year","Jan. 16, 2023",NA,12,"2 months - 12 years 11 months","Rebecca  Forestier:  (540) 309-2835","No",1110055,8,"July 15, 2020","Dec. 13, 2022",0,0,5,0,12
36997,"Angelica Olea",NA,"25256 Curiosity Square, ALDIE, VA  20105","(703) 554-2442","36997_3a08144b3b38cee3185819b8fb8de78a",38.9192189876545,-77.557996007408,"Family Day Home","Two Year","Sept. 8, 2023",NA,12,"6 months - 5 years 11 months","Jessica  Willis:  (571) 352-1453","No",1108048,8,"April 3, 2018","Aug. 25, 2021",0,0,7,0,5
47046,"Angelina Piaggio",NA,"2227 Christy Place, HERNDON, VA  20170","(703) 787-6981","47046_4a8b2ade024085b82ee80d418c413b25",38.9636000334116,-77.4064465041302,"Family Day Home","Two Year","Nov. 6, 2024",NA,5,"2 years - 12 years 11 months","Ann  Dramstad:  (703) 314-0860","Yes",1110151,8,"May 7, 2021","Oct. 24, 2022",3,0,5,2,12
39386,"Angelles Place Child Development Center",2,"3907 Hershberger Road NW, ROANOKE, VA  24017","(540) 491-9613","39386_71d17765ea7cc576907a9ad446ee39e8",37.3024120169237,-79.9966020230188,"Child Day Center","Two Year","July 27, 2024"," Angelia James Stone",64,"1 month - 5 years 11 months","James R Basham:  (804) 588-2370","Yes",1107256,22,"March 26, 2018","Dec. 13, 2022",9,2,14,0,5
39247,"Angels Keepers",NA,"329 Kellam Road, VIRGINIA BEACH, VA  23462","(757) 490-9441","39247_5eef8375a0b6b5bf2c803b7507b0f8f5",36.8457140060355,-76.1430780292224,"Child Day Center","Two Year","May 14, 2023","Ms. Ginger  Ganon",29,"2 years - 12 years ","Christopher  Robinson:  (757) 404-2322","Yes",1107206,18,"April 9, 2018","March 24, 2022",9,0,11,2,12
48992,"Angie Ebenau",NA,"901 South Glebe Road, ARLINGTON, VA  22204","(240) 435-2737","48992_21047a95df774802d76279bcb5663024",38.8624980202236,-77.0917890207338,"Family Day Home","Conditional","May 16, 2023",NA,9,"Birth - 5 years 11 months","Karen  Dickens:  (571) 423-6978","No",1110426,1,"Nov. 14, 2022","Nov. 14, 2022",0,0,1,0,5
47723,"Anila Naz",NA,"5612 Harding Avenue, ALEXANDRIA, VA  22311","(571) 236-9075","47723_ceccee1fab2c3d903747a7f5089c58ac",38.8328940183077,-77.1280580186881,"Family Day Home","Conditional","Jan. 10, 2023",NA,9,"3 months - 12 years 11 months","Kimberly  Sawyer:  (571) 835-0599","Yes",1110279,5,"Jan. 19, 2022","Jan. 5, 2023",2,0,1,0,12
34681,"Anju Thapa",NA,"10105 Farmington Drive, FAIRFAX, VA  22030","(703) 577-5287","34681_0b22853475100d9d12115cf71fe9a24a",38.8576780068025,-77.2949830336939,"Family Day Home","One Year","Feb. 11, 2023",NA,12,"2 months - 12 years 11 months","Jessica  Willis:  (571) 352-1453","No",1107305,10,"Feb. 5, 2018","Feb. 10, 2022",0,0,10,0,12
41934,"Ann Marie Ries",2,"5406 Flint Tavern Place, BURKE, VA  22015","(703) 503-7105","41934_7ad8c538255e3ac161329ffd745a178a",38.8040394004453,-77.2536190120753,"Family Day Home","Three Year","Dec. 23, 2025",NA,7,"1 month - 10 years 11 months","Shahana  Green:  (571) 423-6735","No",1109122,9,"Dec. 7, 2018","Oct. 25, 2022",0,0,0,0,10
45178,"Anna Atefi",NA,"43782 Brookline Ter, ASHBURN, VA  20147","(703) 772-5924","45178_05b0ea5c1bf567a6b2e4a1b4128b2346",39.0539629846131,-77.4860399670368,"Family Day Home","Two Year","Oct. 28, 2024",NA,9,"1 month - 12 years 11 months","Lisa  Hudson:  (571) 389-2459","No",1109823,9,"June 25, 2019","April 19, 2019",0,0,4,0,12
29376,"Annandale Children's Learning Center",NA,"7100 Columbia Pike, ANNANDALE, VA  22003","(703) 256-4770","29376_0c9b16aeabbcaec02bb21c25051774e3",38.8333075395009,-77.1904455298513,"Child Day Center","Two Year","Dec. 30, 2023"," Sheila  Ohi",80,"Birth - 12 years 11 months","Shahana  Green:  (571) 423-6735","Yes",1105335,23,"June 4, 2018","Aug. 30, 2022",10,3,5,0,12
18934,"Annandale Play-Care",NA,"5100-B Ravensworth Road, ANNANDALE, VA  22003","(703) 642-9207","18934_ebe41c4694ab8770cd95d8b1aed67224",38.8124306075333,-77.2100764500024,"Child Day Center","Two Year","Nov. 1, 2024","Ms. Vera  Vaughn",90,"2 years - 12 years 11 months","Kimberly  Sawyer:  (571) 835-0599","Yes",941568,20,"Feb. 22, 2018","Nov. 3, 2022",8,1,9,2,12
14485,"Annandale Preschool Association",NA,"8410 Little River Turnpike, ANNANDALE, VA  22003","(703) 978-6127","14485_31c421125d659285590beac732fa5086",38.8396924123353,-77.2363326778805,"Child Day Center","Two Year","April 10, 2024","Ms. Marie  Swane",50,"23 months - 5 years 11 months","Kristy  Atanackovic:  (804) 629-5032","No",756607,10,"April 10, 2018","Sept. 21, 2022",0,0,4,0,5
17362,"Annandale Terrace SACC",NA,"7604 Herald Street, ANNANDALE, VA  22003","(703) 658-5631","17362_c28f4e9fd5a092bd72182254e76fc3a5",38.827288285283,-77.2080958901011,"Child Day Center","Two Year","April 14, 2023","Mr. Chris  Scales",75,"5 years - 12 years 11 months","Cynthia  Ford:  (703) 479-4679","Yes",884099,21,"April 11, 2018","Dec. 29, 2022",10,0,7,5,12
20535,"Annandale United Methodist Church Child Development Center",NA,"6935 Columbia Pike, ANNANDALE, VA  22003","(703) 256-5244","20535_4fe903893e382f57febdfd67da77b12c",38.8344078319307,-77.1851968659019,"Child Day Center","Two Year","Aug. 4, 2023"," Angela  Wilmore",73,"3 months - 5 years 11 months","Karen  Dickens:  (571) 423-6978","No",987908,12,"March 14, 2018","Jan. 4, 2023",0,1,9,0,5
42682,"Annandale United Methodist Weekday Preschool & Early Learning Pr",NA,"6935 Columbia Pike, ANNANDALE, VA  22003","(703) 256-1100","42682_4fe903893e382f57febdfd67da77b12c",38.8344078319307,-77.1851968659019,"Child Day Center","Two Year","Nov. 29, 2023"," Donna S Montgomery",178,"1 year - 5 years 11 months","Maria  Soto:  (571) 835-5058","No",1108169,8,"May 7, 2018","Oct. 6, 2022",0,0,5,1,5
42591,"Annette Carter-McMillan",1,"7317 Jon Paul Drive, ALEXANDRIA, VA  22306","(703) 373-3544","42591_cd4371d746a4bbcf60dbb398d0ad438a",38.7602877517977,-77.0906753172589,"Family Day Home","Three Year","Sept. 2, 2023",NA,5,"1 month - 12 years 11 months","Karen  Dickens:  (571) 423-6978","Yes",1109332,18,"Aug. 6, 2018","Aug. 9, 2022",9,0,1,0,12
43923,"Anupama Prasai",NA,"2526 Banshire Drive, HERNDON, VA  20171","(703) 901-3342","43923_f9a6670c71d721f3f495e3b7ff45e976",38.9484604303485,-77.4162219825276,"Family Day Home","One Year","Aug. 23, 2023",NA,8,"5 months - 12 years 11 months","Derek  Acosta:  (703) 554-4995","No",1109483,9,"Feb. 5, 2018","April 21, 2022",0,0,5,0,12
24298,"Any Svay",NA,"1627 Hiddenbrook Drive, HERNDON, VA  20170","(703) 434-1951","24298_bfa59b8b2c8071f011b886e5ffd0a462",38.9855330851793,-77.3894841304931,"Family Day Home","Two Year","July 14, 2023",NA,12,"4 months - 10 years 11 months","Eureka  Nance:  (703) 638-5968","No",1075083,10,"Jan. 16, 2018","July 26, 2022",0,0,6,0,10
25142,"Apostles Preshool and Childcare",2,"304 Newberry Drive, CHESAPEAKE, VA  23322","(757) 410-1797","25142_278a6bc6a034395500261fd86a1dfab8",36.7111979968432,-76.2415720132373,"Child Day Center","Two Year","April 8, 2023","Mrs. Nanette  Roberts",210,"1 month - 12 years 11 months","Emily  Walsh:  (757) 404-2575","No",1086026,10,"April 10, 2018","Oct. 11, 2022",0,0,2,0,12
48231,"Appalachian Forest School LLC",NA,"546 W. Mosby Road, HARRISONBURG, VA  22801","(540) 478-3933","48231_f62e664e858bcb1bd50f2c8becd4cd76",38.4217819936675,-78.9074570214876,"Child Day Center","Conditional","March 1, 2023","Ms. Stephanie  Lee",30,"3 years - 6 years 11 months","Barbara  Workman:  (540) 430-9257","No",1109279,2,"Oct. 31, 2022","Aug. 9, 2022",0,0,2,3,6
36929,"Apple Academy of Central Presbyterian Church",2,"331 Euclid Avenue, BRISTOL, VA  24201","(276) 669-9328","36929_fe4ac9fdde79785f829607e61417e84a",36.6079640046731,-82.1789060356928,"Child Day Center","Two Year","Aug. 3, 2024","Ms. Michelle  Blankenship",100,"1 month - 12 years 11 months","Angela  Farmer:  (276) 608-2283","No",1106667,11,"Jan. 19, 2018","July 18, 2022",0,0,5,0,12
35142,"Apple Dumpling Learning Center, LLC",2,"348 S. Commerce Avenue, FRONT ROYAL, VA  22630","(540) 635-5552","35142_203878fbfaa20b66ca3f63e1cd792144",38.9129689796422,-78.1845339658598,"Child Day Center","Two Year","Sept. 7, 2023","Ms. Sarah R. Spiker",140,"1 month - 12 years 11 months","Amy  Tomblin:  (804) 629-3923","Yes",1106278,27,"Jan. 24, 2018","April 22, 2019",10,6,13,0,12
